"state","top_words","rank"
"IA","will",11
"IA","day",12
"IA","got",13
"IA","last",14
"IA","one",15
"IA","things",16
"IA","going",17
"IA","happy",18
"IA","lol",19
"IA","night",20
"IA","people",21
"IA","really",22
"IA","said",23
"IA","still",24
"IA","time",25
"IA","today",26
"IA","win",27
"IA","around",28
"IA","can",29
"IA","end",30
"IA","ever",31
"IA","man",32
"IA","never",33
"IA","say",34
"IA","see",35
"IA","state",36
"IA","take",37
"IA","wanna",38
"IA","always",39
"IA","best",40
"IA","birthday",41
"IA","class",42
"IA","done",43
"IA","feel",44
"IA","funny",45
"IA","game",46
"IA","girls",47
"IA","guy",48
"IA","half",49
"IA","hope",50
"IA","ill",51
"IA","ive",52
"IA","job",53
"IA","let",54
"IA","lets",55
"IA","look",56
"IA","makes",57
"IA","much",58
"IA","now",59
"IA","person",60
"IA","put",61
"IA","right",62
"IA","school",63
"IA","sorry",64
"IA","talk",65
"IA","talking",66
"IA","thing",67
"IA","think",68
"IA","valentines",69
"IA","want",70
"IA","well",71
"IA","wont",72
"IA","yeah",73
"IA","youre",74
"IA","already",75
"IA","also",76
"IA","anyone",77
"IA","anything",78
"IA","away",79
"IA","bed",80
"IA","beginning",81
"IA","better",82
"IA","big",83
"IA","blessings",84
"IA","bobby",85
"IA","call",86
"IA","chill",87
"IA","come",88
"IA","crazy",89
"IA","cut",90
"IA","dress",91
"IA","dude",92
"IA","errrmeann",93
"IA","even",94
"IA","every",95
"IA","everything",96
"IA","excuse",97
"IA","feet",98
"IA","follow",99
"IA","forever",100
"TN","love",1
"TN","get",2
"TN","like",3
"TN","day",4
"TN","dont",5
"TN","now",6
"TN","will",7
"TN","can",8
"TN","cant",9
"TN","know",10
"TN","one",11
"TN","see",12
"TN","really",13
"TN","back",14
"TN","thats",15
"TN","today",16
"TN","good",17
"TN","happy",18
"TN","youre",19
"TN","lol",20
"TN","birthday",21
"TN","going",22
"TN","got",23
"TN","great",24
"TN","much",25
"TN","people",26
"TN","better",27
"TN","ever",28
"TN","hope",29
"TN","life",30
"TN","need",31
"TN","time",32
"TN","even",33
"TN","follow",34
"TN","gonna",35
"TN","always",36
"TN","bad",37
"TN","make",38
"TN","miss",39
"TN","nashville",40
"TN","never",41
"TN","nigga",42
"TN","still",43
"TN","tonight",44
"TN","want",45
"TN","aint",46
"TN","best",47
"TN","come",48
"TN","days",49
"TN","ive",50
"TN","ready",51
"TN","right",52
"TN","thank",53
"TN","thanks",54
"TN","tomorrow",55
"TN","well",56
"TN","ass",57
"TN","cute",58
"TN","done",59
"TN","family",60
"TN","feel",61
"TN","first",62
"TN","god",63
"TN","gotta",64
"TN","hard",65
"TN","hate",66
"TN","ice",67
"TN","ill",68
"TN","say",69
"TN","text",70
"TN","thing",71
"TN","times",72
"TN","world",73
"TN","big",74
"TN","bruh",75
"TN","call",76
"TN","change",77
"TN","dog",78
"TN","give",79
"TN","guys",80
"TN","hell",81
"TN","high",82
"TN","last",83
"TN","left",84
"TN","live",85
"TN","making",86
"TN","minutes",87
"TN","okay",88
"TN","school",89
"TN","show",90
"TN","think",91
"TN","valentines",92
"TN","wait",93
"TN","way",94
"TN","weather",95
"TN","yeah",96
"TN","actually",97
"TN","baby",98
"TN","black",99
"TN","blow",100
"LA","dont",1
"LA","like",2
"LA","get",3
"LA","lol",4
"LA","got",5
"LA","love",6
"LA","really",7
"LA","know",8
"LA","need",9
"LA","one",10
"LA","still",11
"LA","day",12
"LA","can",13
"LA","time",14
"LA","back",15
"LA","make",16
"LA","see",17
"LA","thats",18
"LA","today",19
"LA","want",20
"LA","aint",21
"LA","feel",22
"LA","going",23
"LA","happy",24
"LA","now",25
"LA","baby",26
"LA","cant",27
"LA","good",28
"LA","hes",29
"LA","ill",30
"LA","much",31
"LA","never",32
"LA","girl",33
"LA","man",34
"LA","wanna",35
"LA","best",36
"LA","even",37
"LA","head",38
"LA","home",39
"LA","people",40
"LA","thing",41
"LA","think",42
"LA","tho",43
"LA","work",44
"LA","birthday",45
"LA","girls",46
"LA","gone",47
"LA","hate",48
"LA","mardi",49
"LA","nigga",50
"LA","real",51
"LA","wish",52
"LA","bruh",53
"LA","cute",54
"LA","ever",55
"LA","getting",56
"LA","gras",57
"LA","hair",58
"LA","ima",59
"LA","job",60
"LA","let",61
"LA","new",62
"LA","night",63
"LA","nothing",64
"LA","phone",65
"LA","remember",66
"LA","right",67
"LA","seen",68
"LA","something",69
"LA","tomorrow",70
"LA","way",71
"LA","whole",72
"LA","will",73
"LA","yall",74
"LA","ass",75
"LA","bout",76
"LA","damn",77
"LA","days",78
"LA","didnt",79
"LA","finally",80
"LA","gonna",81
"LA","kids",82
"LA","life",83
"LA","mom",84
"LA","nobody",85
"LA","ppl",86
"LA","ready",87
"LA","said",88
"LA","say",89
"LA","somebody",90
"LA","stay",91
"LA","stop",92
"LA","sure",93
"LA","take",94
"LA","text",95
"LA","try",96
"LA","twitter",97
"LA","water",98
"LA","well",99
"LA","went",100
"KS","get",1
"KS","day",2
"KS","like",3
"KS","love",4
"KS","see",5
"KS","dont",6
"KS","got",7
"KS","never",8
"KS","say",9
"KS","today",10
"KS","can",11
"KS","good",12
"KS","job",13
"KS","lol",14
"KS","one",15
"KS","still",16
"KS","youre",17
"KS","come",18
"KS","gonna",19
"KS","happy",20
"KS","much",21
"KS","need",22
"KS","someone",23
"KS","will",24
"KS","back",25
"KS","done",26
"KS","everyone",27
"KS","ill",28
"KS","jobs",29
"KS","make",30
"KS","old",31
"KS","really",32
"KS","time",33
"KS","want",34
"KS","year",35
"KS","ago",36
"KS","aint",37
"KS","almost",38
"KS","anyone",39
"KS","bitch",40
"KS","class",41
"KS","contact",42
"KS","didnt",43
"KS","every",44
"KS","friends",45
"KS","funny",46
"KS","getting",47
"KS","goals",48
"KS","going",49
"KS","great",50
"KS","guys",51
"KS","hate",52
"KS","heart",53
"KS","home",54
"KS","hope",55
"KS","ive",56
"KS","know",57
"KS","leave",58
"KS","let",59
"KS","makes",60
"KS","man",61
"KS","miss",62
"KS","movie",63
"KS","new",64
"KS","night",65
"KS","now",66
"KS","put",67
"KS","right",68
"KS","think",69
"KS","tomorrow",70
"KS","valentines",71
"KS","way",72
"KS","wichita",73
"KS","worst",74
"KS","always",75
"KS","amazing",76
"KS","annoyed",77
"KS","ask",78
"KS","ass",79
"KS","away",80
"KS","awkward",81
"KS","baby",82
"KS","ball",83
"KS","bar",84
"KS","best",85
"KS","better",86
"KS","birthday",87
"KS","bring",88
"KS","bro",89
"KS","brother",90
"KS","buy",91
"KS","call",92
"KS","cant",93
"KS","changed",94
"KS","choose",95
"KS","engineer",96
"KS","episode",97
"KS","everything",98
"KS","fall",99
"KS","free",100
"MD","like",1
"MD","get",2
"MD","dont",3
"MD","love",4
"MD","can",5
"MD","day",6
"MD","know",7
"MD","now",8
"MD","lol",9
"MD","need",10
"MD","one",11
"MD","thats",12
"MD","good",13
"MD","ass",14
"MD","happy",15
"MD","make",16
"MD","really",17
"MD","always",18
"MD","back",19
"MD","got",20
"MD","people",21
"MD","right",22
"MD","yall",23
"MD","going",24
"MD","tonight",25
"MD","baby",26
"MD","feel",27
"MD","home",28
"MD","much",29
"MD","new",30
"MD","think",31
"MD","aint",32
"MD","damn",33
"MD","look",34
"MD","see",35
"MD","birthday",36
"MD","time",37
"MD","today",38
"MD","will",39
"MD","youre",40
"MD","gonna",41
"MD","ill",42
"MD","never",43
"MD","thank",44
"MD","wanna",45
"MD","way",46
"MD","best",47
"MD","bitch",48
"MD","call",49
"MD","didnt",50
"MD","even",51
"MD","give",52
"MD","hate",53
"MD","let",54
"MD","miss",55
"MD","nice",56
"MD","nigga",57
"MD","school",58
"MD","sleep",59
"MD","still",60
"MD","thing",61
"MD","valentines",62
"MD","work",63
"MD","yes",64
"MD","black",65
"MD","cant",66
"MD","everyone",67
"MD","gotta",68
"MD","hope",69
"MD","job",70
"MD","leave",71
"MD","life",72
"MD","maryland",73
"MD","old",74
"MD","real",75
"MD","snow",76
"MD","stop",77
"MD","though",78
"MD","twitter",79
"MD","wait",80
"MD","white",81
"MD","wit",82
"MD","actually",83
"MD","bitches",84
"MD","bout",85
"MD","boy",86
"MD","bruh",87
"MD","car",88
"MD","dick",89
"MD","done",90
"MD","early",91
"MD","eat",92
"MD","fall",93
"MD","finally",94
"MD","head",95
"MD","hour",96
"MD","house",97
"MD","ive",98
"MD","left",99
"MD","makes",100
"NE","see",1
"NE","day",2
"NE","job",3
"NE","dont",4
"NE","ill",5
"NE","birthday",6
"NE","happy",7
"NE","jobs",8
"NE","love",9
"NE","need",10
"NE","omg",11
"NE","something",12
"NE","think",13
"NE","bother",14
"NE","come",15
"NE","ever",16
"NE","get",17
"NE","guys",18
"NE","hey",19
"NE","hungry",20
"NE","know",21
"NE","like",22
"NE","made",23
"NE","new",24
"NE","one",25
"NE","start",26
"NE","still",27
"NE","today",28
"NE","tweetmyjobs",29
"NE","want",30
"NE","will",31
"NE","world",32
"NE","anyone",33
"NE","bad",34
"NE","beautiful",35
"NE","better",36
"NE","book",37
"NE","change",38
"NE","club",39
"NE","coming",40
"NE","cute",41
"NE","didnt",42
"NE","driver",43
"NE","else",44
"NE","face",45
"NE","family",46
"NE","feel",47
"NE","fishfishfish",48
"NE","gonna",49
"NE","good",50
"NE","got",51
"NE","haha",52
"NE","half",53
"NE","happiness",54
"NE","help",55
"NE","husband",56
"NE","ive",57
"NE","let",58
"NE","lets",59
"NE","mad",60
"NE","make",61
"NE","marketing",62
"NE","meet",63
"NE","might",64
"NE","mom",65
"NE","omaha",66
"NE","peasngarretts",67
"NE","people",68
"NE","photo",69
"NE","point",70
"NE","princess",71
"NE","ready",72
"NE","really",73
"NE","say",74
"NE","school",75
"NE","scottsbluff",76
"NE","shes",77
"NE","shoes",78
"NE","sleep",79
"NE","take",80
"NE","talking",81
"NE","thats",82
"NE","tonight",83
"NE","trending",84
"NE","valentines",85
"NE","veteranjob",86
"NE","vikkstar",87
"NE","wait",88
"NE","wish",89
"NE","work",90
"NE","worldwide",91
"NE","youre",92
"NE","abs",93
"NE","abundance",94
"NE","according",95
"NE","action",96
"NE","added",97
"NE","administrative",98
"NE","advertising",99
"NE","age",100
"MS","like",1
"MS","now",2
"MS","can",3
"MS","get",4
"MS","time",5
"MS","come",6
"MS","dont",7
"MS","got",8
"MS","know",9
"MS","make",10
"MS","day",11
"MS","done",12
"MS","even",13
"MS","life",14
"MS","lol",15
"MS","tomorrow",16
"MS","watching",17
"MS","always",18
"MS","bitch",19
"MS","cant",20
"MS","find",21
"MS","getting",22
"MS","good",23
"MS","gotta",24
"MS","hate",25
"MS","ion",26
"MS","watch",27
"MS","well",28
"MS","will",29
"MS","yall",30
"MS","aint",31
"MS","ass",32
"MS","back",33
"MS","call",34
"MS","cold",35
"MS","game",36
"MS","girl",37
"MS","gone",38
"MS","hair",39
"MS","let",40
"MS","look",41
"MS","miss",42
"MS","mississippi",43
"MS","much",44
"MS","say",45
"MS","show",46
"MS","someone",47
"MS","successful",48
"MS","told",49
"MS","want",50
"MS","wear",51
"MS","youre",52
"MS","baby",53
"MS","bck",54
"MS","best",55
"MS","bet",56
"MS","better",57
"MS","big",58
"MS","cancer",59
"MS","cause",60
"MS","comes",61
"MS","cut",62
"MS","damn",63
"MS","daughter",64
"MS","every",65
"MS","everyone",66
"MS","feel",67
"MS","feet",68
"MS","first",69
"MS","give",70
"MS","god",71
"MS","greg",72
"MS","happens",73
"MS","happy",74
"MS","home",75
"MS","imsowitdashit",76
"MS","job",77
"MS","johncena",78
"MS","knew",79
"MS","late",80
"MS","leave",81
"MS","lil",82
"MS","little",83
"MS","long",84
"MS","love",85
"MS","man",86
"MS","match",87
"MS","meat",88
"MS","money",89
"MS","never",90
"MS","niggas",91
"MS","night",92
"MS","one",93
"MS","person",94
"MS","pictures",95
"MS","play",96
"MS","please",97
"MS","raw",98
"MS","real",99
"MS","really",100
"ME","good",1
"ME","job",2
"ME","time",3
"ME","can",4
"ME","every",5
"ME","get",6
"ME","great",7
"ME","love",8
"ME","new",9
"ME","now",10
"ME","people",11
"ME","snow",12
"ME","thanks",13
"ME","tourney",14
"ME","actually",15
"ME","big",16
"ME","brother",17
"ME","calgary",18
"ME","class",19
"ME","coffee",20
"ME","even",21
"ME","follow",22
"ME","girl",23
"ME","hes",24
"ME","iced",25
"ME","ill",26
"ME","ive",27
"ME","jobs",28
"ME","make",29
"ME","mood",30
"ME","movie",31
"ME","much",32
"ME","need",33
"ME","netflix",34
"ME","omg",35
"ME","please",36
"ME","portland",37
"ME","psalm",38
"ME","show",39
"ME","something",40
"ME","still",41
"ME","thank",42
"ME","thats",43
"ME","think",44
"ME","today",45
"ME","yes",46
"ME","york",47
"ME","abagailmarieee",48
"ME","adam",49
"ME","aikochan",50
"ME","album",51
"ME","alert",52
"ME","alike",53
"ME","aliporter",54
"ME","alive",55
"ME","alladin",56
"ME","alluring",57
"ME","already",58
"ME","also",59
"ME","amazing",60
"ME","andreanrussett",61
"ME","annoying",62
"ME","anyone",63
"ME","anyway",64
"ME","app",65
"ME","arent",66
"ME","arms",67
"ME","ashtonsos",68
"ME","ass",69
"ME","awkward",70
"ME","barharbor",71
"ME","basically",72
"ME","beer",73
"ME","believe",74
"ME","best",75
"ME","beyonc",76
"ME","beyonce",77
"ME","bigsquaw",78
"ME","bitch",79
"ME","blackveilbrides",80
"ME","blades",81
"ME","boomerangguy",82
"ME","bores",83
"ME","bosss",84
"ME","brics",85
"ME","calm",86
"ME","cant",87
"ME","carriehightxo",88
"ME","carter",89
"ME","casep",90
"ME","changed",91
"ME","charlotteemer",92
"ME","check",93
"ME","choose",94
"ME","chrisabiersack",95
"ME","christ",96
"ME","cinnamon",97
"ME","claps",98
"ME","clothes",99
"ME","company",100
"NM","albuquerque",1
"NM","get",2
"NM","better",3
"NM","even",4
"NM","job",5
"NM","need",6
"NM","time",7
"NM","today",8
"NM","can",9
"NM","car",10
"NM","dont",11
"NM","girls",12
"NM","like",13
"NM","lol",14
"NM","love",15
"NM","new",16
"NM","saul",17
"NM","spotify",18
"NM","stop",19
"NM","album",20
"NM","alert",21
"NM","ass",22
"NM","back",23
"NM","banks",24
"NM","bday",25
"NM","boy",26
"NM","call",27
"NM","class",28
"NM","day",29
"NM","early",30
"NM","earth",31
"NM","family",32
"NM","fifthharmony",33
"NM","getting",34
"NM","good",35
"NM","guys",36
"NM","hate",37
"NM","health",38
"NM","hope",39
"NM","httptcoemyqqqlrl",40
"NM","issues",41
"NM","jobs",42
"NM","night",43
"NM","now",44
"NM","people",45
"NM","points",46
"NM","put",47
"NM","really",48
"NM","right",49
"NM","sounds",50
"NM","spotifyreflection",51
"NM","straight",52
"NM","stream",53
"NM","take",54
"NM","truck",55
"NM","two",56
"NM","way",57
"NM","will",58
"NM","yet",59
"NM","aaron",60
"NM","abbyscott",61
"NM","accountable",62
"NM","addled",63
"NM","age",64
"NM","aggies",65
"NM","already",66
"NM","always",67
"NM","amc",68
"NM","angry",69
"NM","annabananis",70
"NM","apprentice",71
"NM","arguing",72
"NM","arrest",73
"NM","asleep",74
"NM","associates",75
"NM","ate",76
"NM","attention",77
"NM","away",78
"NM","awkward",79
"NM","babies",80
"NM","baca",81
"NM","banksix",82
"NM","beads",83
"NM","beesalcedo",84
"NM","behind",85
"NM","best",86
"NM","bitches",87
"NM","bobby",88
"NM","bobbymallett",89
"NM","boobs",90
"NM","boxingrich",91
"NM","breana",92
"NM","breath",93
"NM","bringtherez",94
"NM","broken",95
"NM","bru",96
"NM","buggie",97
"NM","came",98
"NM","cantuesdayhurry",99
"NM","card",100
"UT","like",1
"UT","back",2
"UT","lol",3
"UT","now",4
"UT","dont",5
"UT","even",6
"UT","follow",7
"UT","people",8
"UT","want",9
"UT","feel",10
"UT","get",11
"UT","got",12
"UT","know",13
"UT","love",14
"UT","yes",15
"UT","bad",16
"UT","better",17
"UT","cant",18
"UT","coach",19
"UT","give",20
"UT","make",21
"UT","right",22
"UT","think",23
"UT","tonight",24
"UT","utah",25
"UT","always",26
"UT","family",27
"UT","fine",28
"UT","first",29
"UT","girl",30
"UT","going",31
"UT","great",32
"UT","hate",33
"UT","help",34
"UT","little",35
"UT","much",36
"UT","new",37
"UT","pretty",38
"UT","really",39
"UT","says",40
"UT","see",41
"UT","though",42
"UT","time",43
"UT","way",44
"UT","weekend",45
"UT","will",46
"UT","wish",47
"UT","youre",48
"UT","ass",49
"UT","awesome",50
"UT","beautiful",51
"UT","birthday",52
"UT","boots",53
"UT","brother",54
"UT","brows",55
"UT","call",56
"UT","can",57
"UT","care",58
"UT","cause",59
"UT","city",60
"UT","coming",61
"UT","conference",62
"UT","enya",63
"UT","fav",64
"UT","friend",65
"UT","friends",66
"UT","fun",67
"UT","games",68
"UT","glad",69
"UT","goals",70
"UT","good",71
"UT","hair",72
"UT","havent",73
"UT","hes",74
"UT","high",75
"UT","home",76
"UT","hope",77
"UT","ive",78
"UT","joke",79
"UT","kanter",80
"UT","lake",81
"UT","let",82
"UT","life",83
"UT","lose",84
"UT","lost",85
"UT","made",86
"UT","man",87
"UT","many",88
"UT","miss",89
"UT","need",90
"UT","night",91
"UT","old",92
"UT","one",93
"UT","please",94
"UT","red",95
"UT","remember",96
"UT","risk",97
"UT","said",98
"UT","salt",99
"UT","saying",100
"KY","like",1
"KY","dont",2
"KY","love",3
"KY","day",4
"KY","get",5
"KY","lol",6
"KY","cant",7
"KY","now",8
"KY","one",9
"KY","today",10
"KY","good",11
"KY","know",12
"KY","new",13
"KY","see",14
"KY","time",15
"KY","happy",16
"KY","will",17
"KY","best",18
"KY","birthday",19
"KY","got",20
"KY","thats",21
"KY","game",22
"KY","thanks",23
"KY","better",24
"KY","can",25
"KY","days",26
"KY","everyone",27
"KY","ive",28
"KY","life",29
"KY","look",30
"KY","louisville",31
"KY","made",32
"KY","man",33
"KY","never",34
"KY","night",35
"KY","yall",36
"KY","youre",37
"KY","going",38
"KY","much",39
"KY","need",40
"KY","really",41
"KY","school",42
"KY","tomorrow",43
"KY","want",44
"KY","always",45
"KY","even",46
"KY","feel",47
"KY","gonna",48
"KY","home",49
"KY","house",50
"KY","job",51
"KY","make",52
"KY","miss",53
"KY","music",54
"KY","okay",55
"KY","old",56
"KY","people",57
"KY","real",58
"KY","say",59
"KY","sleep",60
"KY","snow",61
"KY","things",62
"KY","think",63
"KY","back",64
"KY","bbn",65
"KY","call",66
"KY","come",67
"KY","coming",68
"KY","damn",69
"KY","ever",70
"KY","girls",71
"KY","great",72
"KY","hoe",73
"KY","hours",74
"KY","jobs",75
"KY","name",76
"KY","next",77
"KY","nice",78
"KY","pretty",79
"KY","put",80
"KY","someone",81
"KY","sometimes",82
"KY","theyre",83
"KY","wait",84
"KY","wanna",85
"KY","well",86
"KY","wish",87
"KY","aint",88
"KY","also",89
"KY","anymore",90
"KY","awake",91
"KY","bae",92
"KY","believe",93
"KY","big",94
"KY","bout",95
"KY","cause",96
"KY","check",97
"KY","class",98
"KY","cool",99
"KY","craving",100
"VT","like",1
"VT","day",2
"VT","local",3
"VT","youre",4
"VT","better",5
"VT","can",6
"VT","didnt",7
"VT","figuring",8
"VT","guy",9
"VT","help",10
"VT","lets",11
"VT","ltskyliejenner",12
"VT","one",13
"VT","preorder",14
"VT","really",15
"VT","resort",16
"VT","save",17
"VT","see",18
"VT","thats",19
"VT","valentines",20
"VT","vermont",21
"VT","win",22
"VT","wins",23
"VT","ability",24
"VT","act",25
"VT","almost",26
"VT","along",27
"VT","another",28
"VT","anymore",29
"VT","applebees",30
"VT","ashleycooper",31
"VT","ass",32
"VT","banks",33
"VT","battlefield",34
"VT","beach",35
"VT","bearing",36
"VT","believe",37
"VT","big",38
"VT","bio",39
"VT","bitch",40
"VT","blocked",41
"VT","blue",42
"VT","brianpardy",43
"VT","bring",44
"VT","brother",45
"VT","btv",46
"VT","buzz",47
"VT","care",48
"VT","carpool",49
"VT","change",50
"VT","cheap",51
"VT","clouds",52
"VT","coachjorr",53
"VT","con",54
"VT","crime",55
"VT","cute",56
"VT","cwspn",57
"VT","decided",58
"VT","deserves",59
"VT","detailed",60
"VT","dirtydeathdog",61
"VT","done",62
"VT","dont",63
"VT","drive",64
"VT","duggan",65
"VT","earnest",66
"VT","east",67
"VT","eastwallingford",68
"VT","eavesdropper",69
"VT","ellen",70
"VT","enjoying",71
"VT","enough",72
"VT","even",73
"VT","face",74
"VT","fail",75
"VT","fallon",76
"VT","family",77
"VT","farmtotable",78
"VT","final",79
"VT","finland",80
"VT","first",81
"VT","free",82
"VT","fresh",83
"VT","fun",84
"VT","geology",85
"VT","geomorpholoogy",86
"VT","geraldbeckman",87
"VT","get",88
"VT","gets",89
"VT","getting",90
"VT","ggretchenmobley",91
"VT","girl",92
"VT","give",93
"VT","gofundme",94
"VT","gold",95
"VT","grammys",96
"VT","guessed",97
"VT","guys",98
"VT","hallway",99
"VT","head",100
"AR","day",1
"AR","dont",2
"AR","like",3
"AR","hate",4
"AR","love",5
"AR","still",6
"AR","take",7
"AR","want",8
"AR","will",9
"AR","back",10
"AR","cant",11
"AR","got",12
"AR","job",13
"AR","thats",14
"AR","always",15
"AR","bad",16
"AR","get",17
"AR","getting",18
"AR","jobs",19
"AR","motivational",20
"AR","one",21
"AR","see",22
"AR","video",23
"AR","aint",24
"AR","hell",25
"AR","know",26
"AR","make",27
"AR","much",28
"AR","need",29
"AR","now",30
"AR","really",31
"AR","say",32
"AR","today",33
"AR","tomorrow",34
"AR","tweetmyjobs",35
"AR","yes",36
"AR","anything",37
"AR","ass",38
"AR","chris",39
"AR","ever",40
"AR","glad",41
"AR","god",42
"AR","grind",43
"AR","guys",44
"AR","hands",45
"AR","healthcare",46
"AR","hope",47
"AR","ive",48
"AR","life",49
"AR","lol",50
"AR","mad",51
"AR","maybe",52
"AR","mins",53
"AR","real",54
"AR","soon",55
"AR","thinking",56
"AR","time",57
"AR","watch",58
"AR","work",59
"AR","year",60
"AR","asked",61
"AR","believe",62
"AR","best",63
"AR","better",64
"AR","big",65
"AR","can",66
"AR","car",67
"AR","come",68
"AR","cuz",69
"AR","damn",70
"AR","dude",71
"AR","everybody",72
"AR","fav",73
"AR","favorite",74
"AR","find",75
"AR","fine",76
"AR","finish",77
"AR","fortsmith",78
"AR","girls",79
"AR","going",80
"AR","good",81
"AR","gotta",82
"AR","great",83
"AR","hard",84
"AR","health",85
"AR","hours",86
"AR","httptcodyjnlaaty",87
"AR","hungry",88
"AR","hurts",89
"AR","knock",90
"AR","last",91
"AR","lil",92
"AR","literally",93
"AR","look",94
"AR","man",95
"AR","many",96
"AR","mercy",97
"AR","mixtape",98
"AR","mood",99
"AR","movie",100
"NJ","like",1
"NJ","now",2
"NJ","got",3
"NJ","love",4
"NJ","can",5
"NJ","dont",6
"NJ","get",7
"NJ","know",8
"NJ","one",9
"NJ","time",10
"NJ","cant",11
"NJ","right",12
"NJ","good",13
"NJ","day",14
"NJ","people",15
"NJ","school",16
"NJ","happy",17
"NJ","thanks",18
"NJ","birthday",19
"NJ","say",20
"NJ","want",21
"NJ","home",22
"NJ","please",23
"NJ","really",24
"NJ","take",25
"NJ","youre",26
"NJ","gonna",27
"NJ","great",28
"NJ","lol",29
"NJ","never",30
"NJ","pretty",31
"NJ","still",32
"NJ","thats",33
"NJ","will",34
"NJ","back",35
"NJ","life",36
"NJ","need",37
"NJ","thank",38
"NJ","work",39
"NJ","man",40
