"state","top_words","rank"
"NJ","much",41
"NJ","tonight",42
"NJ","wanna",43
"NJ","feel",44
"NJ","going",45
"NJ","hate",46
"NJ","job",47
"NJ","lmao",48
"NJ","stop",49
"NJ","today",50
"NJ","better",51
"NJ","bitch",52
"NJ","friends",53
"NJ","give",54
"NJ","jobs",55
"NJ","last",56
"NJ","nigga",57
"NJ","night",58
"NJ","put",59
"NJ","see",60
"NJ","think",61
"NJ","wait",62
"NJ","wish",63
"NJ","ass",64
"NJ","best",65
"NJ","call",66
"NJ","crazy",67
"NJ","damn",68
"NJ","didnt",69
"NJ","ill",70
"NJ","ive",71
"NJ","let",72
"NJ","lets",73
"NJ","look",74
"NJ","okay",75
"NJ","phone",76
"NJ","said",77
"NJ","snow",78
"NJ","twitter",79
"NJ","actually",80
"NJ","another",81
"NJ","car",82
"NJ","come",83
"NJ","even",84
"NJ","getting",85
"NJ","girls",86
"NJ","guys",87
"NJ","hair",88
"NJ","long",89
"NJ","new",90
"NJ","talk",91
"NJ","tired",92
"NJ","tomorrow",93
"NJ","yeah",94
"NJ","bro",95
"NJ","called",96
"NJ","care",97
"NJ","cause",98
"NJ","cool",99
"NJ","dick",100
"AK","never",1
"AK","hearts",2
"AK","jobs",3
"AK","like",4
"AK","cant",5
"AK","followers",6
"AK","friday",7
"AK","job",8
"AK","lol",9
"AK","need",10
"AK","next",11
"AK","one",12
"AK","stop",13
"AK","think",14
"AK","tour",15
"AK","twitter",16
"AK","watch",17
"AK","accept",18
"AK","actually",19
"AK","adamdowning",20
"AK","airport",21
"AK","alaska",22
"AK","also",23
"AK","amazing",24
"AK","amsterdam",25
"AK","anchorage",26
"AK","apparently",27
"AK","auditor",28
"AK","aureus",29
"AK","babe",30
"AK","back",31
"AK","bar",32
"AK","battle",33
"AK","beautiful",34
"AK","beforedap",35
"AK","believe",36
"AK","best",37
"AK","bitch",38
"AK","bowl",39
"AK","boys",40
"AK","breath",41
"AK","brytonejames",42
"AK","bucket",43
"AK","bummed",44
"AK","camouflage",45
"AK","cecibeaty",46
"AK","cheesecake",47
"AK","chloestillwell",48
"AK","christiandelay",49
"AK","chuu",50
"AK","cleveland",51
"AK","comes",52
"AK","corral",53
"AK","day",54
"AK","devlynnectr",55
"AK","dish",56
"AK","dms",57
"AK","doesnt",58
"AK","eat",59
"AK","ending",60
"AK","epic",61
"AK","ever",62
"AK","fairbanks",63
"AK","far",64
"AK","favoriteing",65
"AK","fitfam",66
"AK","follow",67
"AK","game",68
"AK","gayathomedad",69
"AK","gilinsky",70
"AK","girls",71
"AK","goatest",72
"AK","going",73
"AK","golden",74
"AK","goldencorral",75
"AK","gonna",76
"AK","goodie",77
"AK","gosh",78
"AK","got",79
"AK","group",80
"AK","haha",81
"AK","hard",82
"AK","harkwood",83
"AK","healthcare",84
"AK","hes",85
"AK","hevon",86
"AK","hey",87
"AK","honayy",88
"AK","hope",89
"AK","hospitality",90
"AK","hot",91
"AK","hour",92
"AK","httptcodslmkwprbc",93
"AK","httptcofsiermkc",94
"AK","httptcohbsxyeiayd",95
"AK","httptcojboxksih",96
"AK","httptcolffpkwaxz",97
"AK","httptcommvdcuw",98
"AK","httptcoolzfjkokl",99
"AK","httptcopslxuox",100
"WV","like",1
"WV","dont",2
"WV","get",3
"WV","please",4
"WV","day",5
"WV","lol",6
"WV","much",7
"WV","night",8
"WV","think",9
"WV","can",10
"WV","follow",11
"WV","happy",12
"WV","know",13
"WV","love",14
"WV","people",15
"WV","take",16
"WV","got",17
"WV","time",18
"WV","back",19
"WV","better",20
"WV","birthday",21
"WV","cant",22
"WV","duke",23
"WV","life",24
"WV","now",25
"WV","one",26
"WV","proud",27
"WV","really",28
"WV","shawn",29
"WV","shawnmendes",30
"WV","someone",31
"WV","today",32
"WV","want",33
"WV","always",34
"WV","bad",35
"WV","basketball",36
"WV","call",37
"WV","come",38
"WV","cool",39
"WV","eat",40
"WV","feel",41
"WV","forever",42
"WV","game",43
"WV","getting",44
"WV","gonna",45
"WV","little",46
"WV","look",47
"WV","looks",48
"WV","man",49
"WV","needs",50
"WV","nice",51
"WV","nothing",52
"WV","real",53
"WV","right",54
"WV","sick",55
"WV","snow",56
"WV","things",57
"WV","tomorrow",58
"WV","usa",59
"WV","watch",60
"WV","weekend",61
"WV","well",62
"WV","world",63
"WV","year",64
"WV","almost",65
"WV","also",66
"WV","andrewgertler",67
"WV","another",68
"WV","ask",69
"WV","ass",70
"WV","bring",71
"WV","care",72
"WV","charleston",73
"WV","chocolate",74
"WV","coming",75
"WV","dad",76
"WV","didnt",77
"WV","else",78
"WV","everyday",79
"WV","everyone",80
"WV","everything",81
"WV","except",82
"WV","february",83
"WV","first",84
"WV","free",85
"WV","give",86
"WV","goals",87
"WV","good",88
"WV","hard",89
"WV","hate",90
"WV","havent",91
"WV","high",92
"WV","idk",93
"WV","isnt",94
"WV","job",95
"WV","jobs",96
"WV","last",97
"WV","literally",98
"WV","lot",99
"WV","luck",100
"OR","portland",1
"OR","pdx",2
"OR","block",3
"OR","police",4
"OR","like",5
"OR","get",6
"OR","one",7
"OR","today",8
"OR","better",9
"OR","dont",10
"OR","know",11
"OR","fire",12
"OR","love",13
"OR","much",14
"OR","really",15
"OR","school",16
"OR","time",17
"OR","work",18
"OR","ave",19
"OR","day",20
"OR","even",21
"OR","going",22
"OR","good",23
"OR","happy",24
"OR","night",25
"OR","someone",26
"OR","will",27
"OR","airport",28
"OR","awesome",29
"OR","baby",30
"OR","back",31
"OR","every",32
"OR","girl",33
"OR","got",34
"OR","gresham",35
"OR","guys",36
"OR","hate",37
"OR","hes",38
"OR","ive",39
"OR","lol",40
"OR","look",41
"OR","multnomah",42
"OR","need",43
"OR","oregon",44
"OR","priority",45
"OR","right",46
"OR","see",47
"OR","still",48
"OR","sure",49
"OR","thanks",50
"OR","though",51
"OR","tweet",52
"OR","way",53
"OR","always",54
"OR","best",55
"OR","can",56
"OR","cant",57
"OR","class",58
"OR","come",59
"OR","county",60
"OR","doesnt",61
"OR","everyone",62
"OR","find",63
"OR","first",64
"OR","follow",65
"OR","game",66
"OR","getting",67
"OR","god",68
"OR","gotta",69
"OR","guess",70
"OR","high",71
"OR","hit",72
"OR","idk",73
"OR","last",74
"OR","looking",75
"OR","morning",76
"OR","new",77
"OR","place",78
"OR","remember",79
"OR","send",80
"OR","sheriff",81
"OR","text",82
"OR","think",83
"OR","tomorrow",84
"OR","traffic",85
"OR","wanna",86
"OR","wow",87
"OR","youre",88
"OR","accident",89
"OR","anymore",90
"OR","asked",91
"OR","assist",92
"OR","bend",93
"OR","birthday",94
"OR","black",95
"OR","books",96
"OR","bout",97
"OR","burnside",98
"OR","citizen",99
"OR","civil",100
"ID","boise",1
"ID","love",2
"ID","job",3
"ID","day",4
"ID","ever",5
"ID","going",6
"ID","jobs",7
"ID","man",8
"ID","room",9
"ID","today",10
"ID","alexsteepe",11
"ID","already",12
"ID","back",13
"ID","brennlawrence",14
"ID","cant",15
"ID","care",16
"ID","end",17
"ID","everything",18
"ID","february",19
"ID","get",20
"ID","god",21
"ID","good",22
"ID","great",23
"ID","happy",24
"ID","health",25
"ID","miss",26
"ID","movie",27
"ID","nurse",28
"ID","nursing",29
"ID","one",30
"ID","probably",31
"ID","registered",32
"ID","retail",33
"ID","right",34
"ID","stop",35
"ID","summer",36
"ID","tbt",37
"ID","thank",38
"ID","together",39
"ID","travel",40
"ID","tweetmyjobs",41
"ID","will",42
"ID","win",43
"ID","wont",44
"ID","wow",45
"ID","yeah",46
"ID","youre",47
"ID","abdashsoul",48
"ID","agat",49
"ID","ajstarting",50
"ID","almost",51
"ID","also",52
"ID","always",53
"ID","analysts",54
"ID","anthonyirwinnba",55
"ID","assistantmentor",56
"ID","assume",57
"ID","awake",58
"ID","awaken",59
"ID","aweigh",60
"ID","baby",61
"ID","band",62
"ID","banding",63
"ID","bars",64
"ID","beautiful",65
"ID","bed",66
"ID","best",67
"ID","better",68
"ID","big",69
"ID","birthday",70
"ID","bless",71
"ID","blue",72
"ID","bones",73
"ID","brell",74
"ID","bring",75
"ID","brittneygoldman",76
"ID","bust",77
"ID","buying",78
"ID","bww",79
"ID","byui",80
"ID","came",81
"ID","capital",82
"ID","car",83
"ID","catches",84
"ID","certs",85
"ID","chapter",86
"ID","chaseglorfield",87
"ID","chevy",88
"ID","chills",89
"ID","christian",90
"ID","chrome",91
"ID","class",92
"ID","cleaning",93
"ID","click",94
"ID","closing",95
"ID","compsci",96
"ID","con",97
"ID","couple",98
"ID","course",99
"ID","craving",100
"RI","now",1
"RI","know",2
"RI","love",3
"RI","day",4
"RI","job",5
"RI","like",6
"RI","get",7
"RI","people",8
"RI","right",9
"RI","today",10
"RI","able",11
"RI","cranston",12
"RI","early",13
"RI","every",14
"RI","gonna",15
"RI","jobs",16
"RI","little",17
"RI","lol",18
"RI","look",19
"RI","mad",20
"RI","think",21
"RI","agent",22
"RI","also",23
"RI","ass",24
"RI","butt",25
"RI","campus",26
"RI","can",27
"RI","cant",28
"RI","cfgjobs",29
"RI","citizens",30
"RI","class",31
"RI","dead",32
"RI","doesnt",33
"RI","dont",34
"RI","ever",35
"RI","everything",36
"RI","financial",37
"RI","flipping",38
"RI","fuckin",39
"RI","future",40
"RI","good",41
"RI","group",42
"RI","happy",43
"RI","high",44
"RI","hot",45
"RI","live",46
"RI","lmao",47
"RI","make",48
"RI","minutes",49
"RI","need",50
"RI","never",51
"RI","nice",52
"RI","nursing",53
"RI","old",54
"RI","retweet",55
"RI","sleep",56
"RI","snow",57
"RI","stand",58
"RI","start",59
"RI","thank",60
"RI","theyre",61
"RI","time",62
"RI","valentines",63
"RI","walking",64
"RI","want",65
"RI","wasnt",66
"RI","won",67
"RI","wont",68
"RI","aalxo",69
"RI","acnjays",70
"RI","actually",71
"RI","aerotek",72
"RI","age",73
"RI","agree",74
"RI","aka",75
"RI","alexalltimelow",76
"RI","already",77
"RI","andrews",78
"RI","annoyed",79
"RI","answer",80
"RI","anyone",81
"RI","artist",82
"RI","asked",83
"RI","attacking",84
"RI","attitude",85
"RI","autismawareness",86
"RI","avengers",87
"RI","avoid",88
"RI","babysitting",89
"RI","baileellama",90
"RI","bank",91
"RI","bankedupj",92
"RI","bbusajames",93
"RI","bean",94
"RI","beelite",95
"RI","beforehis",96
"RI","belated",97
"RI","belinda",98
"RI","bestbigbrothersever",99
"RI","bestofbbali",100
"DE","get",1
"DE","back",2
"DE","new",3
"DE","cant",4
"DE","dont",5
"DE","day",6
"DE","lil",7
"DE","wait",8
"DE","want",9
"DE","duke",10
"DE","even",11
"DE","fake",12
"DE","girl",13
"DE","gonna",14
"DE","hate",15
"DE","httpstcoizwod",16
"DE","imtrying",17
"DE","know",18
"DE","kurngb",19
"DE","lilmeach",20
"DE","lol",21
"DE","meach",22
"DE","meekmill",23
"DE","see",24
"DE","single",25
"DE","still",26
"DE","tonight",27
"DE","udel",28
"DE","actually",29
"DE","almost",30
"DE","always",31
"DE","beautiful",32
"DE","ever",33
"DE","female",34
"DE","game",35
"DE","gearing",36
"DE","getting",37
"DE","invite",38
"DE","job",39
"DE","kongossesssion",40
"DE","like",41
"DE","maybe",42
"DE","money",43
"DE","morning",44
"DE","never",45
"DE","now",46
"DE","one",47
"DE","outside",48
"DE","radio",49
"DE","real",50
"DE","really",51
"DE","school",52
"DE","sleep",53
"DE","sooo",54
"DE","text",55
"DE","thank",56
"DE","thats",57
"DE","things",58
"DE","tho",59
"DE","today",60
"DE","two",61
"DE","acappella",62
"DE","ago",63
"DE","aint",64
"DE","ajcalloway",65
"DE","amazing",66
"DE","amber",67
"DE","american",68
"DE","annoying",69
"DE","anymore",70
"DE","anyone",71
"DE","article",72
"DE","ass",73
"DE","auditions",74
"DE","barely",75
"DE","bars",76
"DE","beck",77
"DE","beefybonds",78
"DE","beginning",79
"DE","best",80
"DE","better",81
"DE","bieber",82
"DE","big",83
"DE","bigjuicyjuggs",84
"DE","birthday",85
"DE","bitch",86
"DE","blametamyra",87
"DE","bleedblue",88
"DE","bluedevilnation",89
"DE","bobsbestboobs",90
"DE","boii",91
"DE","bomb",92
"DE","booboobridges",93
"DE","bookin",94
"DE","bouta",95
"DE","bowl",96
"DE","boy",97
"DE","bread",98
"DE","breaking",99
"DE","breakingoutbad",100
"HI","one",1
"HI","people",2
"HI","dont",3
"HI","happy",4
"HI","can",5
"HI","get",6
"HI","great",7
"HI","lol",8
"HI","maui",9
"HI","really",10
"HI","take",11
"HI","job",12
"HI","know",13
"HI","love",14
"HI","need",15
"HI","thanks",16
"HI","back",17
"HI","birthday",18
"HI","cant",19
"HI","dad",20
"HI","day",21
"HI","even",22
"HI","haha",23
"HI","hawaii",24
"HI","honolulu",25
"HI","hope",26
"HI","ill",27
"HI","life",28
"HI","literally",29
"HI","making",30
"HI","much",31
"HI","real",32
"HI","school",33
"HI","time",34
"HI","will",35
"HI","already",36
"HI","away",37
"HI","bad",38
"HI","beautiful",39
"HI","better",40
"HI","boy",41
"HI","brought",42
"HI","buy",43
"HI","cause",44
"HI","clear",45
"HI","coffee",46
"HI","couldnt",47
"HI","damn",48
"HI","doesnt",49
"HI","dolla",50
"HI","either",51
"HI","exam",52
"HI","first",53
"HI","funny",54
"HI","gotta",55
"HI","guys",56
"HI","heard",57
"HI","high",58
"HI","home",59
"HI","hula",60
"HI","jobs",61
"HI","kihei",62
"HI","like",63
"HI","lucky",64
"HI","make",65
"HI","media",66
"HI","miss",67
"HI","new",68
"HI","nothing",69
"HI","now",70
"HI","physical",71
"HI","pic",72
"HI","pictures",73
"HI","say",74
"HI","show",75
"HI","shows",76
"HI","social",77
"HI","stop",78
"HI","thats",79
"HI","tomorrow",80
"HI","valentines",81
"HI","via",82
"HI","view",83
"HI","want",84
"HI","wanted",85
"HI","whole",86
"HI","wilcox",87
"HI","yall",88
"HI","yay",89
"HI","youll",90
"HI","abc",91
"HI","abuse",92
"HI","accept",93
"HI","accidents",94
"HI","accounts",95
"HI","acousitic",96
"HI","acting",97
"HI","actually",98
"HI","addiction",99
"HI","adding",100
"SD","day",1
"SD","walk",2
"SD","beautiful",3
"SD","best",4
"SD","dont",5
"SD","excited",6
"SD","feel",7
"SD","going",8
"SD","job",9
"SD","like",10
"SD","love",11
"SD","miles",12
"SD","money",13
"SD","phone",14
"SD","think",15
"SD","abbigailchatch",16
"SD","aberdeen",17
"SD","absolutely",18
"SD","akersarlene",19
"SD","alert",20
"SD","alisoncappy",21
"SD","allymiranda",22
"SD","almost",23
"SD","another",24
"SD","anything",25
"SD","aspen",26
"SD","associates",27
"SD","awkwardprinplup",28
"SD","beating",29
"SD","bloody",30
"SD","breakfast",31
"SD","brightener",32
"SD","bruh",33
"SD","bseegirl",34
"SD","bummyberry",35
"SD","burgessdave",36
"SD","businessmgmt",37
"SD","buying",38
"SD","buys",39
"SD","cal",40
"SD","canez",41
"SD","chicaaagooo",42
"SD","city",43
"SD","coffee",44
"SD","cold",45
"SD","couldnt",46
"SD","crossroadsspn",47
"SD","cuddleofdeath",48
"SD","customerservice",49
"SD","damn",50
"SD","dancingadrift",51
"SD","delete",52
"SD","dental",53
"SD","designs",54
"SD","die",55
"SD","dinoroars",56
"SD","doesnt",57
"SD","doland",58
"SD","done",59
"SD","door",60
"SD","drunkeness",61
"SD","emily",62
"SD","ever",63
"SD","everyone",64
"SD","excusemyfrench",65
"SD","exhausting",66
"SD","fall",67
"SD","falls",68
"SD","fam",69
"SD","finished",70
"SD","fishing",71
"SD","flowers",72
"SD","follow",73
"SD","food",74
"SD","fun",75
"SD","gov",76
"SD","grip",77
"SD","gunsbidcom",78
"SD","guy",79
"SD","hate",80
"SD","hear",81
"SD","henry",82
"SD","hogen",83
"SD","holla",84
"SD","httpstcotclzcxilc",85
"SD","httptcodyygyczf",86
"SD","httptcohtbbeyyxsd",87
"SD","httptcoltngzmvru",88
"SD","httptconcemnyw",89
"SD","httptcovaopxgekt",90
"SD","httptcovmyjdtnr",91
"SD","httrpride",92
"SD","inc",93
"SD","instagram",94
"SD","jack",95
"SD","jamming",96
"SD","jflo",97
"SD","jobs",98
"SD","joining",99
"SD","katienolan",100
"ND","love",1
"ND","much",2
"ND","almost",3
"ND","craving",4
"ND","day",5
"ND","dont",6
"ND","everyone",7
"ND","get",8
"ND","going",9
"ND","gonna",10
"ND","haha",11
"ND","happy",12
"ND","nice",13
"ND","night",14
"ND","now",15
"ND","omg",16
"ND","one",17
"ND","thanks",18
"ND","theyre",19
"ND","absolutely",20
"ND","activity",21
"ND","alcoholic",22
"ND","alliesweeney",23
"ND","already",24
"ND","also",25
"ND","amazing",26
"ND","ambrayyy",27
"ND","analytics",28
"ND","another",29
"ND","anxiety",30
"ND","apart",31
"ND","awesome",32
"ND","baby",33
"ND","bad",34
"ND","badly",35
"ND","bakken",36
"ND","bbi",37
"ND","bed",38
"ND","behappyzone",39
"ND","better",40
"ND","birthday",41
"ND","bismarck",42
"ND","bowl",43
"ND","boys",44
"ND","bullshit",45
"ND","bus",46
"ND","buy",47
"ND","call",48
"ND","caring",49
"ND","cash",50
"ND","championship",51
"ND","chica",52
"ND","choose",53
"ND","clearly",54
"ND","comeninos",55
"ND","compliments",56
"ND","contact",57
"ND","context",58
"ND","cool",59
"ND","couldnt",60
"ND","country",61
"ND","crafterdronn",62
"ND","damn",63
"ND","dazzlercom",64
"ND","definitely",65
"ND","didnt",66
"ND","disableye",67
"ND","divisional",68
"ND","dosent",69
"ND","drunk",70
"ND","duane",71
"ND","ease",72
"ND","either",73
"ND","energy",74
"ND","episode",75
"ND","equally",76
"ND","even",77
"ND","excited",78
"ND","eyedea",79
"ND","family",80
"ND","find",81
"ND","fingerstylepop",82
"ND","first",83
"ND","follow",84
"ND","forks",85
"ND","freezing",86
"ND","friends",87
"ND","fun",88
"ND","funny",89
"ND","getting",90
"ND","give",91
"ND","gives",92
"ND","gossip",93
"ND","grand",94
"ND","gregrolaent",95
"ND","gundersonrachel",96
"ND","happytreesftw",97
"ND","hard",98
"ND","hav",99
"ND","hmm",100
"MT","beer",1
"MT","feat",2
"MT","half",3
"MT","like",4
"MT","one",5
"MT","right",6
"MT","ball",7
"MT","basin",8
"MT","benjaminbachman",9
"MT","best",10
"MT","big",11
"MT","boota",12
"MT","brennan",13
"MT","bucks",14
"MT","caamfest",15
"MT","calls",16
"MT","caring",17
"MT","cartier",18
"MT","cats",19
"MT","cdstamper",20
"MT","coffee",21
"MT","come",22
"MT","coming",23
"MT","competitor",24
"MT","curry",25
"MT","dance",26
"MT","derulo",27
"MT","destruction",28
"MT","dogg",29
"MT","dress",30
"MT","earth",31
"MT","everyone",32
"MT","facesaysitall",33
"MT","fast",34
"MT","fiftyfive",35
"MT","film",36
"MT","finding",37
"MT","first",38
"MT","flame",39
"MT","flight",40
"MT","flocka",41
"MT","fox",42
"MT","frenchwood",43
"MT","garbageperson",44
"MT","generation",45
"MT","get",46
"MT","getting",47
"MT","geyser",48
"MT","going",49
"MT","good",50
"MT","grass",51
"MT","hailey",52
"MT","hating",53
"MT","hey",54
"MT","home",55
"MT","httptcojikgvd",56
"MT","httptcolgqxbtgh",57
"MT","httptcoxdhoyfwerj",58
"MT","httptcoxrbalvcvi",59
"MT","httptcoxuseflovm",60
"MT","idol",61
"MT","itunes",62
"MT","jason",63
"MT","job",64
"MT","johnmayer",65
"MT","katyperry",66
"MT","kid",67
"MT","kitten",68
"MT","know",69
"MT","left",70
"MT","life",71
"MT","listening",72
"MT","literally",73
"MT","live",74
"MT","makes",75
"MT","mcdonalds",76
"MT","measles",77
"MT","minutes",78
"MT","mrmerlefisher",79
"MT","need",80
"MT","nine",81
"MT","now",82
"MT","nowords",83
"MT","officia",84
"MT","open",85
"MT","opinion",86
"MT","overlooking",87
"MT","paid",88
"MT","past",89
"MT","people",90
"MT","plans",91
"MT","point",92
"MT","probably",93
"MT","product",94
"MT","ready",95
"MT","roommate",96
"MT","save",97
"MT","second",98
"MT","see",99
"MT","seeing",100
"SA","long",1
"SA","already",2
"SA","always",3
"SA","bailey",4
"SA","batshit",5
"SA","bigger",6
"SA","bitchbruh",7
"SA","boo",8
"SA","coco",9
"SA","crazy",10
"SA","crush",11
"SA","crushingggg",12
"SA","every",13
"SA","fame",14
"SA","friday",15
"SA","good",16
"SA","gotten",17
"SA","graveyard",18
"SA","hair",19
"SA","hate",20
"SA","heavy",21
"SA","httptcoogficxpv",22
"SA","ive",23
"SA","jtcsantos",24
"SA","kgoddd",25
"SA","lights",26
"SA","like",27
"SA","liking",28
"SA","lol",29
"SA","maddytmd",30
"SA","madison",31
"SA","mind",32
"SA","night",33
"SA","now",34
"SA","pauly",35
"SA","ppl",36
"SA","prius",37
"SA","razzylouj",38
"SA","read",39
"SA","rock",40
"SA","sad",41
"SA","slayin",42
"SA","sleeping",43
"SA","someone",44
"SA","stop",45
"SA","stuck",46
"SA","super",47
"SA","suuup",48
"SA","tellll",49
"SA","thats",50
"SA","thatwhitekidaj",51
"SA","time",52
"SA","tweet",53
"SA","used",54
"SA","whenever",55
"SA","wonder",56
"SA","work",57
"SA","wth",58
"SA","yfy",59
"WY","pretty",1
"WY","talk",2
"WY","alert",3
"WY","alyssa",4
"WY","alyssamilano",5
"WY","besides",6
"WY","big",7
"WY","black",8
"WY","boot",9
"WY","cheyenne",10
"WY","closer",11
"WY","comfortable",12
"WY","congrats",13
"WY","corporation",14
"WY","curious",15
"WY","detriment",16
"WY","easier",17
"WY","energy",18
"WY","fitter",19
"WY","freedomjustice",20
"WY","gas",21
"WY","glad",22
"WY","guess",23
"WY","hey",24
"WY","hills",25
"WY","hitchingpostcheyenne",26
"WY","httptcohrgztcn",27
"WY","httptcoizyaxsanx",28
"WY","humansuitcase",29
"WY","jessehorne",30
"WY","job",31
"WY","jobs",32
"WY","kassandranova",33
"WY","laceymomma",34
"WY","looks",35
"WY","lucky",36
"WY","need",37
"WY","nothing",38
"WY","one",39
"WY","probably",40
"WY","right",41
"WY","rights",42
"WY","scotus",43
"WY","serviceman",44
"WY","shostdergon",45
"WY","sistersbeingsilly",46
"WY","small",47
"WY","smart",48
"WY","something",49
"WY","sscalise",50
"WY","states",51
"WY","swoleuniversity",52
"WY","tanks",53
"WY","term",54
"WY","thatswyomingforyou",55
"WY","think",56
"WY","try",57
"WY","twitter",58
"WY","want",59
"WY","way",60
"WY","whyimsingle",61
"WY","windywindywindy",62
"WY","wonder",63
"WY","wrong",64
"co","follow",1
"co","gotham",2
"co","love",3
"co","youre",4
"co","alerta",5
"co","baby",6
"co","bag",7
"co","bored",8
"co","bottom",9
"co","brush",10
"co","cameronmonaghan",11
"co","condado",12
"co","effing",13
"co","end",14
"co","engineerminimum",15
"co","ever",16
"co","excited",17
"co","experience",18
"co","flight",19
"co","forever",20
"co","french",21
"co","httpstcosquiphfo",22
"co","httptcoqoozwc",23
"co","httptcoztxdcodwif",24
"co","ill",25
"co","important",26
"co","ingeniera",27
"co","inspiration",28
"co","knew",29
"co","lands",30
"co","long",31
"co","macaron",32
"co","maintenance",33
"co","minutes",34
"co","oro",35
"co","pastries",36
"co","perf",37
"co","please",38
"co","promise",39
"co","prrrhh",40
"co","radio",41
"co","reason",42
"co","see",43
"co","size",44
"co","stardoliii",45
"co","sunshine",46
"co","teeth",47
"co","thejoker",48
"co","themattespinosa",49
"co","till",50
"co","time",51
"co","tommann",52
"co","tommannmusic",53
"co","vegabaja",54
"co","whats",55
"co","yeah",56
"co","years",57
"co","zachhillmusic",58
"ds","already",1
"ds","liyahevol",2
"ds","lol",3
"ds","pypos",4
"ds","sammyb",5
"ds","still",6
"ds","wife",7
